Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2017-05-08,Williamtown,8.4,19.8,0,NA,NA,S,31,WSW,SSE,13,15,60,55,1026.8,1024.1,6,5,14.8,19.4,No,No
2017-05-09,Williamtown,8.9,19.8,0,NA,NA,SSE,35,WSW,SSW,7,15,70,67,1026.2,1023.4,NA,8,15.3,18.6,No,No
2017-05-10,Williamtown,9.1,21.3,0,NA,NA,SSE,33,WNW,SSE,19,24,78,61,1024.9,1021.6,NA,NA,14.7,19.8,No,No
2017-05-11,Williamtown,9.8,20.8,0,NA,NA,WNW,30,WNW,S,22,20,79,63,1024,1022.3,NA,5,14.1,19.7,No,Yes
2017-05-12,Williamtown,13.7,19.6,2.6,NA,NA,WNW,19,WSW,S,11,9,87,75,1026.1,1023.7,8,4,16.5,19.2,Yes,No
2017-05-13,Williamtown,10.7,21.4,0,NA,NA,SE,24,NA,SE,0,17,92,71,1024.9,1021.5,2,4,16.3,20.3,No,No
2017-05-14,Williamtown,14,20.8,0.8,NA,NA,SSE,48,WSW,SSE,2,31,96,75,1021.4,1018.6,8,8,16.2,17.5,No,No
2017-05-15,Williamtown,11.8,20.2,0.2,NA,NA,SSW,39,WSW,SW,20,28,83,57,1015.8,1013.6,7,7,16.1,19.5,No,No
2017-05-16,Williamtown,10,20.7,0.4,NA,NA,WNW,28,WNW,SE,19,11,74,54,1017.8,1016.2,NA,NA,14.6,19.6,No,No
2017-05-17,Williamtown,6.6,20.5,0.2,NA,NA,SE,26,NW,ESE,13,15,81,65,1023.4,1021,NA,NA,12.8,19.3,No,No
2017-05-18,Williamtown,7.6,22.4,0,NA,NA,ENE,37,NW,ENE,11,19,87,62,1026.6,1023.6,NA,1,14.5,21.6,No,No
2017-05-19,Williamtown,12.3,21.2,0,NA,NA,NE,48,ENE,NE,19,9,95,81,1025.2,1020.6,8,8,17.5,19.5,No,Yes
2017-05-20,Williamtown,16.1,23.6,6.4,NA,NA,WNW,24,NNE,WNW,13,9,86,66,1017.7,1015.4,NA,2,18.7,22.1,Yes,No
2017-05-21,Williamtown,13.3,21.5,0.2,NA,NA,SSE,26,NW,SSE,11,19,95,62,1020.3,1018.8,7,NA,17.2,20.4,No,No
2017-05-22,Williamtown,15,22.1,0,NA,NA,SSE,24,WSW,SE,7,17,87,66,1023.9,1021.3,NA,1,18.1,20.8,No,No
2017-05-23,Williamtown,10.8,22.8,0,NA,NA,NW,26,NW,N,11,11,99,63,1022.5,1017.8,8,NA,14.6,22.6,No,No
2017-05-24,Williamtown,10,23.7,0.6,NA,NA,WNW,54,N,WNW,7,31,88,48,1015.7,1012.2,NA,NA,16.8,22.5,No,No
2017-05-25,Williamtown,9.5,19.9,0,NA,NA,WNW,31,WNW,SSE,20,9,67,59,1021.1,1018.7,NA,NA,14.3,19.1,No,No
2017-05-26,Williamtown,5.8,19.8,0,NA,NA,NW,24,NW,SSE,17,15,81,59,1021.7,1019.4,NA,NA,12.2,18.3,No,No
2017-05-27,Williamtown,7.3,20.8,0,NA,NA,NW,19,WNW,NNW,11,4,92,61,1022.2,1017.9,NA,NA,11.6,20.4,No,No
2017-05-28,Williamtown,6.6,22.8,0.2,NA,NA,WNW,37,NW,WNW,7,22,100,53,1014.6,1011.1,8,NA,12.5,22.5,No,No
2017-05-29,Williamtown,9.4,18.8,0,NA,NA,W,46,WNW,WSW,33,20,58,28,1018,1018.5,NA,NA,13.7,18.1,No,No
2017-05-30,Williamtown,4.2,16.9,0,NA,NA,WNW,43,WNW,NW,19,28,64,39,1023.7,1020.5,NA,NA,9.4,16.4,No,No
2017-05-31,Williamtown,8.1,17.4,0,NA,NA,SSW,44,WNW,SW,24,31,63,53,1024.8,1024.8,NA,6,13,14.5,No,Yes
2017-06-01,Williamtown,7.6,17.4,2.6,NA,NA,SSW,46,W,SSW,17,28,61,53,1031.9,1030.5,NA,NA,12.5,16.5,Yes,No
2017-06-02,Williamtown,6.7,18.3,0,NA,NA,SSW,43,WNW,SSW,17,28,65,55,1032,1029.9,NA,8,11.8,16.7,No,Yes
2017-06-03,Williamtown,11.1,16.6,3.8,NA,NA,S,35,WNW,SW,15,17,83,89,1030,1027.5,8,8,13.1,15.4,Yes,Yes
2017-06-04,Williamtown,11,18.5,23.6,NA,NA,S,28,WNW,S,13,19,91,65,1027.6,1024.1,7,NA,13.4,17.8,Yes,No
2017-06-05,Williamtown,7.3,18.5,0.2,NA,NA,NW,26,NW,WSW,19,6,94,60,1024.9,1021.6,6,NA,10.6,18,No,No
2017-06-06,Williamtown,7.1,18,0.2,NA,NA,SSW,57,WNW,SSW,33,11,68,66,1019.9,1017.2,NA,8,11.4,13.1,No,Yes
2017-06-07,Williamtown,7.7,14.4,12.6,NA,NA,W,41,W,SW,22,20,97,90,1018.6,1018,8,7,10.5,13.3,Yes,Yes
2017-06-08,Williamtown,10.5,17.6,49.2,NA,NA,SE,39,WSW,SE,15,15,97,87,1022.3,1021.3,8,8,14.3,16.9,Yes,Yes
2017-06-09,Williamtown,13.3,15.4,27.8,NA,NA,NE,31,WSW,ENE,11,11,98,94,1026.4,1025.9,7,8,13.8,14.1,Yes,Yes
2017-06-10,Williamtown,10.8,18.2,42.6,NA,NA,ESE,35,NW,SE,7,15,99,79,1030.3,1028.6,7,4,13.1,17.7,Yes,Yes
2017-06-11,Williamtown,10.9,18.7,4.4,NA,NA,SSW,20,ESE,S,7,13,99,86,1028.6,1025.4,8,8,14.9,17,Yes,Yes
2017-06-12,Williamtown,10.1,20.2,1.8,NA,NA,SE,22,NW,S,13,15,100,66,1024.6,1023,8,NA,12.9,19.2,Yes,Yes
2017-06-13,Williamtown,12.1,20.8,8.6,NA,NA,SSE,37,SSE,SSE,22,19,66,65,1027.9,1027.5,1,8,18.2,19.2,Yes,Yes
2017-06-14,Williamtown,12.9,19.3,13.2,NA,NA,SW,24,SSW,WSW,13,9,98,79,1030.5,1027.7,7,3,15.3,18.8,Yes,Yes
2017-06-15,Williamtown,10.7,19.6,4.2,NA,NA,NW,24,WNW,NNW,11,9,100,70,1027.5,1024.4,7,NA,13.3,19,Yes,No
2017-06-16,Williamtown,11.2,18.8,0,NA,NA,WNW,26,WNW,SSW,19,15,97,70,1025.5,1022.8,NA,6,13,18.5,No,No
2017-06-17,Williamtown,12.8,18.4,0,NA,NA,SW,26,NW,NNW,11,11,89,82,1023.4,1020.8,8,8,14.6,17.3,No,No
2017-06-18,Williamtown,11.9,17.6,0,NA,NA,SSE,50,W,SSE,17,30,92,77,1023.8,1023.9,7,8,13.6,17.3,No,Yes
2017-06-19,Williamtown,12.9,19.8,36.2,NA,NA,W,37,SW,SSW,20,24,86,75,1028.5,1027,8,2,14.7,18.5,Yes,No
2017-06-20,Williamtown,11.6,19.8,0,NA,NA,S,33,WSW,S,7,20,97,73,1027.3,1024.6,8,NA,14.8,18.7,No,No
2017-06-21,Williamtown,9.2,19,0.2,NA,NA,WNW,30,WNW,SW,22,17,100,66,1025.2,1024.3,4,NA,11,18.5,No,No
2017-06-22,Williamtown,10.1,18.4,0,NA,NA,WNW,26,WNW,S,19,13,82,72,1027.7,1024.3,3,7,13.1,17,No,No
2017-06-23,Williamtown,6.8,16.7,0.2,NA,NA,WNW,26,NW,NNW,17,7,95,71,1021.8,1015.9,1,8,9.5,15.9,No,No
2017-06-24,Williamtown,9.4,19.3,0,NA,NA,WNW,48,WNW,W,31,19,55,39,1017.7,1015.5,NA,NA,13.4,18.8,No,No
2017-06-25,Williamtown,6.8,19.6,0,NA,NA,NW,43,WNW,WNW,13,20,71,43,1019.1,1015.6,4,NA,12.4,19.4,No,No
2008-12-01,Wollongong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.9,1003.3,NA,NA,NA,NA,NA,NA
2008-12-02,Wollongong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010.9,1006.8,NA,NA,NA,NA,NA,NA
2008-12-03,Wollongong,NA,27.4,NA,NA,NA,SSE,70,NA,E,NA,19,NA,63,1007.8,1005.8,NA,NA,NA,23.9,NA,No
2008-12-04,Wollongong,15.7,21.5,0.4,NA,NA,NE,39,E,ENE,20,22,67,65,1020.3,1018.9,8,7,18.1,19.5,No,No
2008-12-05,Wollongong,18,27.7,0,NA,NA,ENE,41,NNE,NNE,22,19,79,75,1014.3,1009.2,8,NA,20.1,23.4,No,No
2008-12-06,Wollongong,18.6,32.5,0.2,NA,NA,SSE,44,SE,SSE,6,22,57,81,1006,1004.4,NA,4,27.6,21.2,No,No
2008-12-07,Wollongong,17.9,23.6,0.6,NA,NA,SSE,50,WNW,SSE,28,28,67,80,1007.2,1008.9,8,7,21,20.4,No,Yes
2008-12-08,Wollongong,15.3,21.9,11.2,NA,NA,ENE,54,S,ENE,11,37,79,77,1014.8,1011.9,8,8,18.7,20.4,Yes,Yes
2008-12-09,Wollongong,17.1,23.4,3,NA,NA,NE,57,ENE,NE,15,44,74,78,1010.2,1005.8,NA,4,21.4,22.9,Yes,No
2008-12-10,Wollongong,17.8,20.2,0,NA,NA,SSW,59,SSE,SSE,44,37,77,80,1008.6,1010.8,8,7,20.1,18.5,No,Yes
2008-12-11,Wollongong,15.6,18.5,15,NA,NA,E,33,E,E,13,20,93,72,1014.9,1015.9,8,8,16.5,17.9,Yes,Yes
2008-12-12,Wollongong,16.3,22.8,3.4,NA,NA,NNE,67,NNE,NE,28,24,89,94,1015.5,1010,8,8,17.1,17.5,Yes,Yes
2008-12-13,Wollongong,16.1,31.6,48.4,NA,NA,NW,91,N,W,22,30,84,30,994,990.7,NA,NA,22.5,31.2,Yes,No
2008-12-14,Wollongong,18.2,25,0,NA,NA,WNW,85,WSW,W,30,33,43,33,996.1,996.8,NA,3,20.5,24.6,No,No
2008-12-15,Wollongong,15.4,20.7,0.6,NA,NA,SSW,56,SSW,SSE,31,28,47,54,1007,1007.6,NA,NA,18.9,19.7,No,No
2008-12-16,Wollongong,14.8,23.1,0,NA,NA,ENE,39,NE,NNE,9,17,62,67,1012.5,1010.1,NA,NA,20.6,22.1,No,No
2008-12-17,Wollongong,16.3,23.1,0,NA,NA,S,50,ENE,SE,9,9,74,80,1011.7,1008.7,NA,7,20.6,20.9,No,No
2008-12-18,Wollongong,17.3,29,0,NA,NA,NW,67,E,NE,13,9,73,79,1004.5,1000.3,NA,NA,21.4,22.5,No,No
2008-12-19,Wollongong,14.8,23.8,0.8,NA,NA,S,56,SSE,SSE,9,33,52,61,1005.6,1008.2,NA,6,20.7,18.9,No,No
2008-12-20,Wollongong,14.1,19,0,NA,NA,SSE,56,S,SSE,26,30,58,73,1019.7,1020,3,8,17.1,17.1,No,No
2008-12-21,Wollongong,12.8,21.6,0,NA,NA,ENE,35,ESE,ENE,6,22,59,61,1022.1,1020.2,NA,NA,19,21.1,No,No
2008-12-22,Wollongong,16.4,22.9,0,NA,NA,NE,63,N,NE,31,52,63,67,1018.4,1014.2,NA,NA,20.6,21.7,No,No
2008-12-23,Wollongong,18.5,24.4,0,NA,NA,SSE,52,NNE,ESE,19,9,74,82,1008.5,1008.4,2,4,21.9,22.4,No,Yes
2008-12-24,Wollongong,17.8,19.5,1.2,NA,NA,S,43,SSE,SSE,20,11,78,92,1013.8,1013.2,8,8,18.9,17.8,Yes,No
2008-12-25,Wollongong,17.4,22.9,0.2,NA,NA,NE,24,NNE,NE,13,19,85,68,1014.5,1013.6,8,NA,19,22.4,No,No
2008-12-26,Wollongong,18.2,24.7,0,NA,NA,NE,48,NNE,NE,19,31,80,80,1013.4,1010.6,4,NA,21.8,23.6,No,No
2008-12-27,Wollongong,20.3,24.1,0,NA,NA,W,54,NE,NNE,24,24,87,87,1008.2,1004.3,NA,NA,21.9,21.7,No,Yes
2008-12-28,Wollongong,19.4,24.6,6,NA,NA,NE,48,ENE,N,13,11,77,77,1005.7,1003.1,NA,1,23,23.8,Yes,No
2008-12-29,Wollongong,19.4,22.2,0,NA,NA,SE,44,SE,SE,31,19,76,78,1004.4,1004.4,1,8,20.6,20.7,No,Yes
2008-12-30,Wollongong,16.4,27.7,2.6,NA,NA,NW,41,N,ENE,9,28,78,77,1004.1,999.6,7,6,19.9,22.4,Yes,No
2008-12-31,Wollongong,18.4,29,0,NA,NA,W,44,SW,E,11,17,30,57,1002.4,1002.4,NA,NA,23.8,23.9,No,No
2009-01-01,Wollongong,17.2,32.3,0,NA,NA,SSE,70,ENE,NE,9,33,56,51,1004.3,1000.3,NA,NA,23.3,25.8,No,No
2009-01-02,Wollongong,17.7,19.9,0,NA,NA,SE,54,SE,SE,17,24,67,67,1013.2,1015.5,8,8,19.3,17.4,No,No
2009-01-03,Wollongong,16.5,22.1,0,NA,NA,NNE,33,E,ENE,15,17,60,61,1021.9,1019.9,8,8,18,19.7,No,No
2009-01-04,Wollongong,18,23.8,0,NA,NA,NE,63,NNE,NE,28,48,65,72,1018.2,1015,NA,NA,22,22.6,No,No
2009-01-05,Wollongong,18.9,25.4,0,NA,NA,NNE,37,NNE,NE,22,22,76,71,1012.1,1008.3,NA,NA,21.6,25,No,No
2009-01-06,Wollongong,17.5,24.6,0,NA,NA,N,28,NNE,NE,13,17,82,75,1011.2,1008.2,NA,NA,22,24.1,No,No
2009-01-07,Wollongong,19.5,32.8,0,NA,NA,SE,52,E,SE,13,7,77,85,1009.3,1005.5,NA,3,22.3,22,No,No
2009-01-08,Wollongong,18.9,20.1,0.4,NA,NA,SSW,52,SSE,SSE,26,35,86,82,1013,1014.5,8,8,19.1,18.4,No,No
2009-01-09,Wollongong,16,21.3,0.6,NA,NA,SE,46,SSE,SE,26,17,69,53,1020.9,1019.7,8,1,17.4,20.6,No,No
2009-01-10,Wollongong,16.3,23.4,0.6,NA,NA,NNE,43,NNE,ENE,7,22,50,54,1017.1,1014.6,7,NA,19.8,22.4,No,No
2009-01-11,Wollongong,16.3,24.2,0,NA,NA,NNE,46,NNE,NE,19,35,67,67,1013.8,1011.4,8,NA,21.6,23.3,No,No
2009-01-12,Wollongong,18.8,23.4,1,NA,NA,SSE,39,SE,SSE,20,26,82,77,1016.2,1017,NA,NA,20.7,22.5,No,No
2009-01-13,Wollongong,19.1,24.7,0.2,NA,NA,NE,57,E,NE,11,44,77,73,1019.2,1015.5,NA,NA,22.2,23.7,No,No
2009-01-14,Wollongong,19.9,30.8,0,NA,NA,NE,39,NE,N,22,24,79,74,1013.8,1010.4,NA,NA,22.9,24.5,No,No
2009-01-15,Wollongong,21.1,27.2,0,NA,NA,SE,76,ENE,SE,19,35,62,66,1008.1,1006.5,NA,NA,25.8,25.2,No,No
2009-01-16,Wollongong,15.8,24.3,0,NA,NA,SE,52,SE,ENE,13,13,65,62,1012.8,1010.1,NA,NA,20.4,24.2,No,Yes
2009-01-17,Wollongong,15.1,20.3,2,NA,NA,SSE,50,SSE,SSE,31,30,58,54,1020.9,1020.8,8,NA,17.4,19.3,Yes,No
2009-01-18,Wollongong,14,23.9,0,NA,NA,NNE,33,SE,NE,9,22,54,53,1022,1020.3,NA,NA,20.1,23.3,No,No
2009-01-19,Wollongong,17.9,24.4,0,NA,NA,NE,57,NNE,NE,19,43,60,67,1018.4,1014.2,NA,NA,22,22.6,No,No
2009-01-20,Wollongong,18.7,26.6,0,NA,NA,SE,61,NE,N,19,20,74,70,1013.1,1010.3,NA,NA,22.4,23.3,No,No
2009-01-21,Wollongong,20.7,27.7,0,NA,NA,WNW,59,ESE,N,9,22,66,66,1011.3,1007.8,NA,NA,24.2,25.4,No,Yes
2009-01-22,Wollongong,20.6,32.6,5.2,NA,NA,N,63,ENE,N,20,26,61,41,1007.7,1003.4,4,7,26.1,31.8,Yes,No
2009-01-23,Wollongong,21.4,28.2,0,NA,NA,NE,37,SE,SE,15,11,81,75,1009.2,1008,NA,NA,22.5,23.1,No,Yes
2009-01-24,Wollongong,21.5,40.1,1.2,NA,NA,SE,85,NE,WSW,19,31,67,13,1004.1,1003.6,NA,NA,26.7,39.2,Yes,No
2009-01-25,Wollongong,19.1,24.5,0,NA,NA,SE,39,SE,ESE,17,17,62,56,1019.8,1018.8,1,NA,21.2,23.7,No,No
2009-01-26,Wollongong,19.4,24.8,0,NA,NA,SE,39,SE,SE,9,9,74,74,1019.7,1019.8,5,7,21.5,24.1,No,Yes
2009-01-27,Wollongong,19.3,22.8,5.6,NA,NA,SE,37,SW,ESE,11,7,93,89,1021.6,1020,8,8,20.7,21.4,Yes,No
2009-01-28,Wollongong,19.9,24.9,0,NA,NA,NE,50,NNE,NE,19,35,83,76,1017.8,1015.6,NA,NA,22.3,24.5,No,No
2009-01-29,Wollongong,19.3,26,0,NA,NA,NE,54,NNE,NE,9,41,81,78,1018.1,1015.9,NA,NA,22.8,24.6,No,No
2009-01-30,Wollongong,19.8,26.2,0,NA,NA,NE,52,NE,NE,13,26,81,74,1018.5,1015.5,NA,NA,23.1,24.9,No,No
2009-01-31,Wollongong,19.8,25.8,0,NA,NA,NE,44,NE,N,13,19,84,73,1017.2,1014.4,NA,NA,22.6,24.7,No,No
2009-02-01,Wollongong,19.3,24.6,0,NA,NA,SE,31,SE,SE,19,17,89,80,1017,1017,3,1,21.2,23.8,No,No
2009-02-02,Wollongong,20.7,26.4,0,NA,NA,NE,52,NNE,NE,17,39,87,73,1016.3,1011.3,1,NA,22.8,25.1,No,No
2009-02-03,Wollongong,19.9,24.6,0,NA,NA,SE,48,ENE,SE,11,35,81,80,1010.9,1011,NA,NA,22.6,22.8,No,No
2009-02-04,Wollongong,21,26.3,0,NA,NA,SSE,24,SE,NNE,7,11,85,73,1011.9,1009.4,7,NA,22.6,25.5,No,No
2009-02-05,Wollongong,20.3,26.8,0,NA,NA,NNE,43,NNE,N,11,24,84,73,1008.9,1005.8,NA,NA,22.9,25.5,No,No
2009-02-06,Wollongong,20.7,27.7,0,NA,NA,SE,31,NNE,NE,9,17,84,73,1011.1,1008.3,7,NA,23.2,26.2,No,No
2009-02-07,Wollongong,21.1,26.5,0,NA,NA,NE,56,ENE,N,11,19,81,66,1013.1,1009.4,NA,NA,23.8,25.9,No,No
2009-02-08,Wollongong,20,25,0,NA,NA,S,56,NE,N,26,17,80,71,1010.5,1007.7,NA,NA,22.1,23.7,No,No
2009-02-09,Wollongong,19.2,20.6,0,NA,NA,S,48,S,S,26,22,85,84,1013,1012,8,7,19.7,19.1,No,Yes
2009-02-10,Wollongong,16.6,18.8,3.2,NA,NA,S,54,S,S,11,26,85,88,1012.6,1010.6,8,7,18.3,17.8,Yes,Yes
2009-02-11,Wollongong,16.8,21.4,1.4,NA,NA,SE,81,SSW,SSW,26,31,74,73,1012,1012.4,8,NA,18.1,20.3,Yes,Yes
2009-02-12,Wollongong,14.5,21,12.6,NA,NA,SE,52,S,SE,26,22,87,69,1018.7,1019.8,7,7,16.2,19,Yes,Yes
2009-02-13,Wollongong,15.5,21.3,1.4,NA,NA,ESE,56,SE,SE,37,37,62,60,1026.8,1026.1,7,8,19.7,20.2,Yes,No
2009-02-14,Wollongong,16.7,20.3,0.4,NA,NA,SE,52,SE,SE,33,35,71,81,1024.2,1020.7,8,8,20.1,19,No,Yes
2009-02-15,Wollongong,16.4,21.4,31.6,NA,NA,SE,61,SW,SSE,20,37,94,84,1016.4,1016,8,5,17.7,20.5,Yes,Yes
2009-02-16,Wollongong,17.7,22.1,23.2,NA,NA,SE,61,SE,SSE,41,41,70,67,1019.2,1019,5,3,21,21.6,Yes,Yes
2009-02-17,Wollongong,18,22,7.2,NA,NA,SE,52,W,SE,9,24,90,72,1018.4,1016.7,8,8,18.3,21.4,Yes,Yes
2009-02-18,Wollongong,18.3,24.8,16.8,NA,NA,SSW,63,SSW,S,35,20,93,68,1010.8,1008.6,8,5,20.4,23.6,Yes,No
2009-02-19,Wollongong,18.3,25.6,0,NA,NA,S,33,SE,ENE,9,6,76,77,1007.7,1005.8,NA,1,22.8,22.8,No,Yes
2009-02-20,Wollongong,18.5,24.9,5.8,NA,NA,ENE,30,NNE,E,7,13,78,73,1011,1011.3,NA,NA,21.8,24.5,Yes,Yes
2009-02-21,Wollongong,19.9,22.5,2.8,NA,NA,S,37,WSW,SSE,9,26,92,81,1014.1,1014.7,8,8,20.3,21.3,Yes,Yes
2009-02-22,Wollongong,17.6,24.4,7.6,NA,NA,NNE,30,S,ESE,9,11,82,72,1019,1018,8,NA,20.9,23.8,Yes,No
2009-02-23,Wollongong,20.4,25.8,0,NA,NA,SSW,57,NNE,NE,20,37,72,77,1016.6,1012.3,8,NA,22.7,24.8,No,No
2009-02-24,Wollongong,20.4,25.2,0.4,NA,NA,SSE,39,SE,SE,19,22,62,76,1013.6,1014.5,NA,8,24.9,23,No,No
2009-02-25,Wollongong,19.2,23.8,0,NA,NA,SE,37,SSE,SE,9,19,82,74,1016.7,1015.4,8,8,20.7,23.3,No,No
2009-02-26,Wollongong,18.3,22.7,0,NA,NA,SSE,48,SSW,SSE,19,39,64,58,1020.8,1019.3,7,1,20.7,21.8,No,No
2009-02-27,Wollongong,17.5,23.3,0,NA,NA,S,30,SW,ESE,11,13,70,57,1018.5,1015.9,6,NA,19.6,22.6,No,No
2009-02-28,Wollongong,17.4,25.1,0,NA,NA,NNE,35,NNE,NE,7,26,66,69,1009.2,1006.9,NA,NA,21.2,24.3,No,No
2009-03-01,Wollongong,21,25.3,0,NA,NA,SE,31,E,E,11,13,68,63,1011.2,1011.1,7,NA,22.6,25.1,No,No
2009-03-02,Wollongong,20.2,25.3,0,NA,NA,NE,30,S,ENE,7,19,83,70,1016.7,1015.7,7,8,21.2,23.6,No,No
2009-03-03,Wollongong,20.9,26,0,NA,NA,NE,43,N,NE,20,33,73,70,1018.1,1015,NA,1,23.1,23.9,No,No
2009-03-04,Wollongong,22.8,25.4,0,NA,NA,WSW,56,WNW,NA,15,0,73,52,1008.3,1008.2,NA,NA,23.8,21.6,No,No
2009-03-05,Wollongong,16.4,23.6,0,NA,NA,W,50,W,SE,22,26,39,54,1009.2,1009,NA,NA,18.7,20.5,No,No
2009-03-06,Wollongong,13.3,21.8,0,NA,NA,NE,30,SSE,ENE,13,15,66,55,1013.4,1011.7,4,NA,18.2,21.3,No,Yes
2009-03-07,Wollongong,17,23.8,1.4,NA,NA,SSW,22,SSW,ESE,13,13,75,70,1014.5,1012.5,NA,NA,20.1,23.4,Yes,No
2009-03-08,Wollongong,19.5,21.4,0,NA,NA,S,41,SSE,SE,30,30,82,75,1019.2,1019.9,8,8,20.5,20.2,No,No
2009-03-09,Wollongong,17.1,23.8,0.4,NA,NA,SSE,31,WSW,E,7,9,86,70,1022.5,1020.7,7,2,18.5,22.5,No,No
2009-03-10,Wollongong,18.5,25,0.4,NA,NA,NE,31,NNE,NE,13,22,76,61,1022.2,1021.5,8,NA,21.7,24.1,No,No
2009-03-11,Wollongong,20.1,24.4,0,NA,NA,ENE,33,ESE,E,15,24,71,69,1024.4,1023.3,6,8,21.3,22.2,No,Yes
2009-03-12,Wollongong,18.8,24.4,1.6,NA,NA,NE,43,N,NE,13,33,77,65,1022.6,1020,4,2,21.9,23.8,Yes,No
2009-03-13,Wollongong,20.5,23.7,0,NA,NA,NNW,35,N,ENE,7,7,82,79,1018.5,1016.5,8,7,21.7,22.9,No,No
2009-03-14,Wollongong,19.5,24.7,0.8,NA,NA,NNE,44,N,NE,15,35,80,80,1014.2,1009.1,NA,NA,22.2,24,No,Yes
2009-03-15,Wollongong,19.8,24.5,2,NA,NA,W,39,SE,SSE,17,7,59,69,1010.3,1008.6,NA,3,22.4,23.8,Yes,No
2009-03-16,Wollongong,16.1,25.4,0,NA,NA,W,43,WSW,ENE,13,13,37,43,1011.3,1008.2,NA,NA,18.8,23.6,No,No
2009-03-17,Wollongong,15.9,22.1,0,NA,NA,SSE,31,W,SE,11,26,41,62,1013,1012.9,NA,NA,19.8,21.5,No,No
2009-03-18,Wollongong,15.8,23.7,0,NA,NA,NE,46,SE,NE,6,30,64,66,1018.9,1015.5,NA,NA,19.9,23.4,No,No
2009-03-19,Wollongong,17.8,24.6,0,NA,NA,N,33,NE,NNW,9,11,75,78,1015.7,1013.5,NA,NA,21.4,23,No,No
2009-03-20,Wollongong,18.7,24.6,0,NA,NA,N,19,NA,N,0,11,86,79,1017.8,1016.9,7,NA,21.5,23.8,No,No
2009-03-21,Wollongong,17.8,24.9,0,NA,NA,NNW,20,WSW,NNE,4,13,90,71,1019.1,1017.4,8,NA,20.1,24.2,No,No
2009-03-22,Wollongong,19.7,26.4,0,NA,NA,NE,46,N,NE,19,26,71,74,1017.3,1014.3,NA,NA,21.9,23.2,No,Yes
2009-03-23,Wollongong,18.4,24.1,1.6,NA,NA,NNE,57,N,NNE,9,33,75,77,1016.9,1014.8,NA,NA,21.4,22.7,Yes,No
2009-03-24,Wollongong,18.7,23.5,1,NA,NA,NE,52,NE,NNE,9,35,82,77,1017.6,1015.6,NA,NA,21.6,22.6,No,No
2009-03-25,Wollongong,19.3,24,0,NA,NA,NW,33,N,N,17,15,86,81,1019.2,1017.7,NA,NA,20,21,No,Yes
2009-03-26,Wollongong,19.7,23.3,3.2,NA,NA,SSW,50,E,NNW,13,11,81,78,1018.8,1016.2,NA,1,20.9,22.1,Yes,Yes
2009-03-27,Wollongong,17.7,20.2,3.8,NA,NA,S,46,SSE,S,24,20,83,75,1024.9,1024.4,8,8,18.7,19.1,Yes,No
2009-03-28,Wollongong,16.3,22.9,0.6,NA,NA,NNE,35,NA,NNE,0,19,83,66,1025.6,1022.6,8,NA,18.2,22.1,No,No
2009-03-29,Wollongong,17.6,24,0,NA,NA,N,33,NE,NNE,11,19,72,72,1023,1021.2,NA,NA,20.8,22.9,No,No
2009-03-30,Wollongong,17.4,23.2,0,NA,NA,SE,57,S,S,13,15,84,76,1024.7,1023.2,1,NA,20.1,22.6,No,Yes
2009-03-31,Wollongong,18.7,21.1,5,NA,NA,SE,61,E,SSE,46,33,88,85,1023.5,1022.1,8,8,19.7,20.9,Yes,Yes
2009-04-01,Wollongong,17.9,22.3,16.4,NA,NA,ESE,56,ESE,SE,35,19,84,84,1023,1022.7,8,8,21.1,21.7,Yes,Yes
2009-04-02,Wollongong,19.4,22.3,15.2,NA,NA,ENE,41,NNE,NA,26,0,95,92,1024.1,1022.5,8,8,19.7,20.1,Yes,Yes
2009-04-03,Wollongong,19,22.9,10.4,NA,NA,NE,48,ENE,NE,9,28,93,86,1020.9,1016.1,1,2,20.7,22.2,Yes,Yes
2009-04-04,Wollongong,17,19.5,2.6,NA,NA,S,67,SSW,SSE,26,30,82,67,1018.8,1019.7,8,8,17.6,18.7,Yes,No
2009-04-05,Wollongong,16.9,22.2,0,NA,NA,NNE,48,SSE,NE,6,35,68,74,1019.7,1013.7,NA,1,19.2,21,No,No
2009-04-06,Wollongong,16.3,18.9,0,NA,NA,S,59,S,SSE,39,26,73,66,1021.4,1020.2,8,7,17.4,17.6,No,No
2009-04-07,Wollongong,15.4,19.2,0,NA,NA,SSE,39,S,SSE,26,28,63,61,1025.9,1024.9,NA,2,17.7,18.4,No,No
2009-04-08,Wollongong,14.3,20.3,0,NA,NA,SE,31,S,SE,20,13,65,66,1027.1,1025.1,NA,NA,18.3,19.9,No,No
2009-04-09,Wollongong,15.1,22,0,NA,NA,NW,35,SE,NNE,6,15,71,68,1025.3,1022.3,2,NA,19.3,20.8,No,No
2009-04-10,Wollongong,17.5,23.1,0,NA,NA,N,37,N,N,6,11,64,78,1022.9,1021.1,NA,NA,20.4,20.8,No,No
